from_node,to_node,distance_km,time_hours,weight,lat_from,lon_from,lat_to,lon_to,distance_km_reverse,time_hours_reverse,weight_reverse
39035106800,39035104800,4.269241,0.1224677777777777,440.884,41.437329118442605,-81.70342726783066,41.46771058538536,-81.69168549657277,4.929334,0.1424194444444444,512.71
39035106800,39035106200,2.608505,0.1100775,396.279,41.437329118442605,-81.70342726783066,41.435465814179246,-81.72421529143351,2.56749,0.1090780555555555,392.681
39035106800,39035105900,2.406464,0.1004119444444444,361.483,41.437329118442605,-81.70342726783066,41.42369235772125,-81.70258606873533,2.406464,0.1004119444444444,361.483
39035106800,39035106100,2.454944,0.0986047222222222,354.977,41.437329118442605,-81.70342726783066,41.44389563187882,-81.72327844340788,2.413929,0.0976052777777777,351.379
39035106800,39035104600,4.1113,0.1608372222222222,579.014,41.437329118442605,-81.70342726783066,41.46802265809482,-81.69903639055693,3.932745,0.1470891666666666,529.521
39035106800,39035105100,3.965365,0.1410227777777777,507.682,41.437329118442605,-81.70342726783066,41.45494210075506,-81.72468300563001,3.965365,0.1410227777777777,507.682
39035106800,39035105700,0.623536,0.0292191666666666,105.189,41.437329118442605,-81.70342726783066,41.438951540719295,-81.69679009136567,0.623536,0.0292191666666666,105.189
39035106800,39035106300,1.191145,0.062985,226.746,41.437329118442605,-81.70342726783066,41.44071254622293,-81.71241136821055,1.15013,0.0619855555555555,223.148
39035106800,39035104900,3.299736,0.1268613888888889,456.701,41.437329118442605,-81.70342726783066,41.46148752624243,-81.70245616048486,3.299736,0.1268613888888889,456.701
39035106800,39035137102,3.33109,0.1409444444444444,507.4,41.437329118442605,-81.70342726783066,41.43554474375,-81.7311419,3.290075,0.139945,503.802
39035106800,39035106600,1.648543,0.07062,254.232,41.437329118442605,-81.70342726783066,41.427971698574446,-81.71264217123499,1.648543,0.07062,254.232
39035106800,39035106400,1.25179,0.0656586111111111,236.371,41.437329118442605,-81.70342726783066,41.43486586295281,-81.71395291869102,1.367189,0.0552877777777777,199.036
39035106800,39035106500,2.317523,0.0882625,317.745,41.437329118442605,-81.70342726783066,41.42621326395178,-81.72188685045674,2.525298,0.0802011111111111,288.724
39035106800,39035105602,2.563165,0.1026638888888888,369.59,41.437329118442605,-81.70342726783066,41.45313549973155,-81.69686211376545,2.563165,0.1026638888888888,369.59
39035106800,39035106900,2.010531,0.0768752777777777,276.751,41.437329118442605,-81.70342726783066,41.42902704004849,-81.69229812124337,2.010531,0.0768752777777777,276.751
39035106800,39035102900,5.094348,0.165415,595.494,41.437329118442605,-81.70342726783066,41.46809800632392,-81.70887173382893,5.494611,0.1636544444444444,589.156
39035106800,39035105400,3.070225,0.1070588888888888,385.412,41.437329118442605,-81.70342726783066,41.45266094,-81.71470004,3.070225,0.1070588888888888,385.412
39035106800,39035105500,2.368226,0.0958936111111111,345.217,41.437329118442605,-81.70342726783066,41.45256419,-81.7044182,2.368226,0.0958936111111111,345.217
39035106800,39035107000,2.322353,0.1059783333333333,381.522,41.437329118442605,-81.70342726783066,41.429512013384205,-81.68468508904456,2.322353,0.1059783333333333,381.522
